,sentence
2250,"Halos|JJD lahat|PRI ng|CCB umang|NNC_CCP -|PMS umang|VBS ay|LM hindi|RBF ginagawang|VBTR_CCP alaga|NNC ,|PMC ""|PMS sabi|VBS ng|CCB kaniyang|PRSP_CCP lola|NNC .|PMP  
"
2251,"""|PMS Kailangan|VBS nila|PRP ng|CCB kasama|CCB ,|PMC at|CCA mas|JJCC nakabubuti|VBTR kung|CCR nandoon|RBL sila|PRP mismo|RBT sa|CCT kanilang|PRSP_CCP tirahan|NNC .|PMP  
"
2252,"""|PMS Ngunit|CCT kahit|CCT na|CCP sinabihan|VBTS na|CCP ito|PRO ng|CCB kaniyang|PRSP_CCP lola|NNC ,|PMC inilagay|VBOF pa|RBI rin|RBI ni|DTP Kokoy|NNP sa|CCT labador|FW and|FW umang|FW -|PMS umang|VBAF .|PMP
"
2253,"Nilagyan|VBTS niya|PRS ng|CCB buhangin|NNC at|CCA mga|DTCP bato|NNC ang|DTC sisidlan|NNC nito|PRO .|PMP
"
2254,"Binigyan|VBOF niya|PRS ng|CCB tinadtad|VBOF na|CCP niyog|NNC at|CCA tubig|NNC na|CCP nakalagay|VBTS sa|CCT tansan|NNC ang|DTC kanyang|PRSP_CCP bagong|JJD_CCP alaga|NNC .|PMP
"
2255,"Sa|CCT unang|JJN_CCP araw|NNC ,|PMC malakas|JJD pa|RBI na|CCP gumagapang|VBTR_VBAF ang|DTC umang|NNC_CCP -|PMS umang|VBAF sa|CCT buhangin|NNC .|PMP
"
2256,"Ngunit|CCT ,|PMC pagkalipas|VBW ng|CCB ilang|PRQ_CCP araw|NNC ay|LM unti|JJD -|PMS unti|JJD na|CCP itong|PRO_CCP nanghina|VBTS .|PMP
"
2257,"Isang|PRI_CCP hapon|NNC ,|PMC inilagay|VBTS ni|DTP Kokoy|NNP ang|DTC umang|VBAF -|PMS umang|VBAF sa|CCT garapon|NNC at|CCA binitbit|VBOF ito|PRO sa|CCT kaniyang|PRSP_CCP paglalakad|NNC sa|CCT tabing|NNC -|PMS dagat|NNC .|PMP  
"
2258,"""|PMS Kokoy|NNP ,|PMC bakit|PRQ ka|PRS nag|NNCA -|PMS iisa|PRI dyan|NNC ?|PMQ  
"
2259,"""|PMS tanong|NNC ng|CCB kaniyang|PRSP_CCP lolo|NNC .|PMP  
"
2260,"""|PMS Wala|VBN kasing|JJCC may|VBH gustong|VBS_CCP makipagkaibigan|VBW sa|CCT akin|PRSP ,|PMC Lolo|NNC .|PMP  
"
2261,"""|PMS Sa|CCT ilalim|JJD ng|CCB puno|NNC ng|CCB talisay|NNC ay|LM pinagmasdan|VBRF ni|DTP Kokoy|NNP ang|DTC umang|VBAF -|PMS umang|VBAF na|CCP mistulang|RBM gustong|VBS_CCP -|PMS gusto|VBS nang|RBW kumawala|VBAF sa|CCT garapon|NNC .|PMP
"
2262,"Ngunit|CCT ,|PMC lagi|JJD lang|RBI itong|PRO_CCP nagdadausdos|VBTR .|PMP  
"
2263,"""|PMS Magkaibigan|NNP tayo|PRP ha|NNCA ,|PMC ""|PMS sabi|VBS ni|DTP Kokoy|NNP sa|CCT umang|NNC_CCP -|PMS umang|VBAF .|PMP
"
2264,"Makalipas|VBW ang|DTC ilang|PRQ_CCP araw|NNC ay|LM takang|NNC_CCP -|PMS taka|NNC si|DTP Kokoy|NNP kung|RBK bakit|RBQ laging|RBD_CCP nagtatago|VBTR ang|DTC umang|NNC_CCP -|PMS umang|VBAF sa|CCT kaniyang|PRSP_CCP alukaba|NNC .|PMP
"
2265,"Lagi|RBW rin|RBI itong|PRO_CCP naghuhukay|VBTS ng|CCB buhangin|NNC at|CCA minsanan|RBW lang|RBI kung|CCR kumain|VBAF o|CCT uminom|VBAF ng|CCB tubig|NNC .|PMP
"
2266,"Naalala|VBTS ni|DTP Kokoy|NNP ang|DTC sinabi|VBTS ng|CCB kaniyang|PRSP_CCP Lola|NNC tungkol|RBR sa|CCT mga|DTCP umang|NNC_CCP -|PMS umang|VBAF .|PMP
"
2267,"May|VBH kalungkutang|NNC_CCP nagpasya|VBTS si|DTP Kokoy|NNP .|PMP  
"
2268,"""|PMS Kaibigan|JJD kong|PRS_CCP umang|VBAF_CCP -|PMS umang|VBAF_CCP huwag|RBF ka|PRS nang|RBW malungkot|JJD .|PMP  
"
2269,"""|PMS Dinala|VBOF ni|DTP Kokoy|NNP ang|DTC garapon|NNC sa|CCT tabing|NNC -|PMS dagat|NNC at|CCA binuksan|VBOF ito|PRO .|PMP
"
2270,"Dagling|NNP gumapang|VBAF ang|DTC umang|NNC_CCP -|PMS umang|VBAF patungo|RBL sa|CCT buhangin|NNC .|PMP
"
2271,"Hindi|RBF napansin|VBTS ni|DTP Kokoy|NNP na|CCP may|VBH batang|JJD_CCP lumalapit|VBTR_VBAF sa|CCT kaniya|PRSP .|PMP  
"
2272,"""|PMS Uy|NNP !|PMS
"
2273,"Ano|PRQ ang|DTC ginagawa|VBTR mo|PRS diyan|PRL sa|CCT buhangin|NNC ?|PMQ  
"
2274,"""|PMS Ito|PRO ang|DTC unang|JJN_CCP beses|NNC na|CCP may|VBH batang|JJD_CCP gustong|VBS_CCP kumausap|VBAF kay|DTP Kokoy|NNP .|PMP  
"
2275,"""|PMS Ibinalik|VBTS ko|PRS ang|DTC aking|PRSP_CCP alagang|NNC_CCP umang|VBAF -|PMS umang|VBAF sa|CCT kaniyang|PRSP_CCP tirahan|NNC .|PMP ""|PMS  
"
2276,"""|PMS Ay|NNP ,|PMC nag|VBTS -|PMS alaga|NNC ka|PRS pala|NNC ng|CCB umang|NNC_CCP -|PMS umang|VBAF_CCP ?|PMQ ""|PMS  
"
2277,"""|PMS Oo|RBT ,|PMC pero|CCT pinakawalan|VBOF ko|PRS na|CCP ito|PRO .|PMP
"
2278,"Kailangan|VBS niya|PRS kasi|CCR ng|CCB kasama|CCB sabi|VBS ni|DTP Lola|NNP ,|PMC ""|PMS paliwanag|NNC ni|DTP Kokoy|NNP .|PMP  
"
2279,"""|PMS Mabuti|JJD at|CCA may|VBH kasama|CCB na|CCP ito|PRO ngayon|RBW .|PMP
"
2280,"Tara|NNP !|PMS
"
2281,"Makipaglaro|VBW ka|PRS sa|CCT amin|PRSP ,|PMC ""|PMS anyaya|NNC ng|CCB bata|NNC .|PMP
"
2282,"Tumakbo|VBAF ang|DTC bata|NNC kasama|CCB si|DTP Kokoy|NNP papunta|RBL sa|CCT iba|PRI pang|RBI_CCP mga|DTCP bata|NNC .|PMP
"
2283,"Isa|PRI -|PMS isa|PRI silang|PRP_CCP nagpakilala|VBTS kay|DTP Kokoy|NNP .|PMP
"
2284,"Doon|PRL sila|PRP tumalon|VBAF -|PMS talon|NNC sa|CCT tintin|FW -|PMS baka|NNC at|CCA tumawa|VBAF sa|CCT paglaro|VBW ng|CCB siyato|NNC at|CCA ins|FW -|PMS ins|FW .|PMP
"
2285,"Labis|JJCS ang|DTC tuwa|NNC ni|DTP Kokoy|NNP sa|CCT kaniyang|PRSP_CCP mga|DTCP bagong|JJD_CCP kalaro|NNC .|PMP  
"
2286,"""|PMS Babalik|VBTF ka|PRS pa|RBI ulit|RBW dito|PRL sa|CCT dagat|NNC ha|NNCA ?|PMQ  
"
2287,"""|PMS sabi|VBS ng|CCB kaniyang|PRSP_CCP bagong|JJD_CCP kaibigan|NNC .|PMP  
"
2288,"""|PMS Maglalaro|VBTF pa|RBI tayo|PRP .|PMP ""|PMS  
"
2289,"""|PMS Oo|RBT ,|PMC sasali|VBTF ulit|RBW ako|PRS sa|CCT inyo|PRSP .|PMP  
"
2290,"""|PMS At|CCA nang|CCB hapong|NNC_CCP iyon|PRO ,|PMC habang|RBW papalubog|JJD ang|DTC araw|NNC ,|PMC ay|LM masayang|JJD_CCP naglakad|VBTS si|DTP Kokoy|NNP pauwi|NNC sa|CCT kanilang|PRSP_CCP tahanan|NNC .|PMP
"
2291,"Talasalitaan|NNP :|PMS Tintin|NNP -|PMS baka|NNC ,|PMC siyato|NNC ,|PMC Ins|NNC -|PMS ins|FW -|PMS mga|DTCP larong|NNC_CCP pinoy|JJD Palaging|RBD_CCP nag|VBTS -|PMS iisa|JJD ang|DTC batang|NNC_CCP si|DTP Kokoy|NNP dahil|CCR wala|VBN itong|PRO_CCP mga|DTCP kalaro|NNC .|PMP
"
2292,"Isang|PRI_CCP araw|NNC ay|LM nakakita|VBTS sya|PRS ng|CCB isang|PRI_CCP umang|JJD_CCP -|PMS umang|VBAF .|PMP
"
2293,"Magkakaroon|VBTF na|CCP kaya|CCR ng|CCB kaibigan|NNC si|DTP Kokoy|NNP ?|PMQ
"
2294,"Ilang|PRQ_CCP araw|NNC nang|RBW walang|VBN_CCP tigil|NNC ang|DTC ulan|NNC ,|PMC pero|CCT ’|NNC yon|PRO ang|DTC unang|JJN_CCP beses|NNC na|CCP kumulog|JJD na|CCP sobrang|JJCS_CCP lakas|NNC .|PMP
"
2295,"Nasindak|VBTS si|DTP Lilly|NNP ,|PMC na|CCP nakatulog|VBTS sa|CCT pagdrowing|NNC ng|CCB sisiw|NNC ng|CCB pato|NNC nila|PRP .|PMP
"
2296,"Meron|VBH silang|PRP_CCP isang|PRI_CCP matandang|JJD_CCP pato|NNC na|CCP nangitlog|VBTS ng|CCB lima|CDB .|PMP
"
2297,"Ang|DTC saya|NNC ni|DTP Lilly|NNP dahil|CCR unang|JJN_CCP beses|NNC niya|PRS itong|PRO_CCP magkaroon|VBW ng|CCB alaga|NNC .|PMP
"
2298,"Ngunit|CCT lalong|JJCC_CCP lumakas|VBAF ang|DTC ulan|NNC .|PMP
"
2299,"Di|RBF nila|PRP napansin|VBTS ang|DTC pagtaas|NNC ng|CCB tubig|NNC .|PMP
"
2300,"Sinapaw|NNP ang|DTC tirahan|NNC ng|CCB mag|VBW -|PMS inang|NNC_CCP pato|NNC .|PMP
"
2301,"Gininaw|NNP ang|DTC tanging|JJD_CCP sisiw|NNC hanggang|RBW sa|CCT nawalan|VBTS ng|CCB buhay|NNC .|PMP
"
2302,"Solong|JJD_CCP anak|NNC lamang|RBI si|DTP Lilly|NNP .|PMP
"
2303,"Dati|RBW gusto|VBS niyang|PRS_CCP bumaba|VBAF ang|DTC mga|DTCP higante|RBD sa|CCT langit|NNC upang|CCB makipaglaro|VBW sa|CCT kaniya|PRSP doon|PRL sa|CCT palayan|NNC malapit|JJD sa|CCT ilog|NNC .|PMP
"
2304,"Tuwing|RBW umuulan|VBTR_VBAF ,|PMC naghihintay|VBTR siya|PRS na|CCP marinig|VBW ang|DTC langit|NNC dahil|CCR senyales|NNC ‘|PMS yan|PRO na|CCP ang|DTC higante|RBD mga|DTCP higante|RBD ay|LM naghahabulan|VBTR sa|CCT itaas|JJD .|PMP
"
2305,"Hinihintay|VBTR ni|DTP Lilly|NNP na|CCP may|VBH bumaba|VBAF sa|CCT langit|NNC .|PMP
"
2306,"Kapag|CCR naiisip|VBTR ito|PRO ni|DTP Lilly|NNP ,|PMC di|RBF niya|PRS mapigilang|RBD_CCP mapangiti|VBW .|PMP
"
2307,"Mas|JJCC lalo|JJCC pa|RBI siyang|PRS_CCP natuwa|VBTS nang|CCB nangingitlog|VBTR na|CCP ang|DTC pato|NNC .|PMP
"
2308,"Angkop|NNP na|CCP walang|VBN_CCP tigil|NNC ang|DTC ulan|NNC ,|PMC gusto|VBS ng|CCB mga|DTCP pato|NNC ang|DTC lalanguyan|NNC .|PMP
"
2309,"Pero|CCT nang|RBW namatay|VBTS ang|DTC kaisa|NNC -|PMS isang|PRI_CCP sisiw|NNC ,|PMC nagtampo|VBTS siya|PRS kay|DTP Langit|NNP ,|PMC inayawan|VBTS na|RBI rin|RBI niya|PRS ang|DTC mga|DTCP higante|RBD .|PMP
"
2310,"Kinusot|NNP muna|RBI ni|DTP Lilly|NNP ang|DTC mga|DTCP mata|NNC niya|PRS at|CCA pagkatapos|VBW tiningnan|VBOF ng|CCB husto|JJD ang|DTC iginuhit|VBTF niyang|PRS_CCP pato|NNC na|CCP pinangalanan|VBTS niyang|PRS_CCP ""|PMS Maggy|NNP ""|PMS .|PMP
"
2311,"Iniwan|VBOF muna|RBI niya|PRS ang|DTC drowing|FW sa|CCT kama|NNC at|CCA pakatapos|NNC ay|LM dumiretso|VBAF sa|CCT kusina|NNC .|PMP  
"
2312,"""|PMS Mama|NNP ,|PMC namatay|VBTS tuloy|JJD si|DTP Maggy|NNP dahil|CCR dito|PRL sa|CCT walang|VBN_CCP tigil|NNC na|CCP ulan|NNC ,|PMC ""|PMS sabi|VBS ni|DTP Lilly|NNP .|PMP  
"
2313,"""|PMS Iisa|JJD na|RBI lang|RBI nga|RBI .|PMP ""|PMS  
"
2314,"""|PMS Hayaan|VBOF mo|PRS ,|PMC Lilly|FW ,|PMC mangingitlog|VBW pa|RBI ang|DTC pato|NNC natin|PRP ,|PMC ""|PMS sabi|VBS ni|DTP Mama|NNP na|CCP naghihiwa|VBTS ng|CCB sibuyas|NNC .|PMP  
"
2315,"""|PMS Bakit|PRQ di|RBF tumitigil|VBTR_VBAF si|DTP Langit|NNP sa|CCT pag|CCR -|PMS iyak|NNC ?|PMQ  
"
2316,"""|PMS tanong|NNC ni|DTP Lilly|NNP .|PMP  
"
2317,"""|PMS Nalulumbay|VBTR pa|RBI si|DTP Langit|NNP ,|PMC Lilly|FW ,|PMC ""|PMS sagot|NNC ni|DTP Mama|NNP .|PMP
"
2318,"Alam|VBS ni|DTP Mama|NNP na|CCP nalungkot|VBTS si|DTP Lilly|NNP sa|CCT namatay|VBTS nilang|PRP_CCP sisiw|NNC na|CCP pato|NNC .|PMP  
"
2319,"""|PMS Ayokong|NNP_CCP umiyak|VBAF tulad|JJC ni|DTP Langit|NNP .|PMP
"
2320,"Di|RBF ako|PRS iiyak|VBTF ,|PMC ""|PMS bulong|NNC ni|DTP Lilly|NNP sa|CCT sarili|NNC niya|PRS habang|RBW nakasilong|VBTS siya|PRS sa|CCT labas|NNC ng|CCB pintuan|NNC sa|CCT kusina|NNC .|PMP
"
2321,"Pinipigilan|VBTR niyang|PRS_CCP bumuhos|VBAF ang|DTC luha|NNC niya|PRS kahit|CCT nangungulila|VBTR na|CCP siya|PRS kay|DTP Maggy|NNP .|PMP
"
2322,"Parang|CCT may|VBH mga|DTCP insektong|JJD_CCP gusto|VBS nang|RBW lumabas|VBAF sa|CCT dibdib|NNC niya|PRS upang|CCB sumama|VBAF sa|CCT ulan|NNC ,|PMC pero|CCT ayaw|VBS niyang|PRS_CCP bitawan|VBOF dahil|CCR ayaw|RBF niyang|PRS_CCP tularan|NNC ang|DTC gawi|NNC ni|DTP Langit|NNP .|PMP
"
2323,"Klaaaaattt|NNP !|PMS
"
2324,"Duguduuuu|NNP ,|PMC Duuuumm|NNP !|PMS
"
2325,"Biglang|RBD_CCP umugong|VBAF ang|DTC Langit|NNP .|PMP
"
2326,"Dali|NNP -|PMS daling|FW bumalik|VBAF si|DTP Lilly|NNP sa|CCT kuwarto|NNC niya|PRS .|PMP
"
2327,"Sumilip|VBAF siya|PRS sa|CCT labas|NNC ng|CCB bintana|NNC kung|CCR may|VBH natamaan|VBTS na|CCP puno|JJD ang|DTC kidlat|NNC .|PMP
"
2328,"Nanlaki|VBTS ang|DTC mga|DTCP mata|NNC ni|DTP Lilly|NNP sa|CCT nakita|VBTS niya|PRS .|PMP
"
2329,"Nabitawan|VBTS niya|PRS bigla|JJD ang|DTC papel|NNC na|CCP hawak|JJD -|PMS hawak|JJD .|PMP  
"
2330,"""|PMS Hello|NNP ,|PMC Lilly|FW ,|PMC ""|PMS sabi|VBS ng|CCB nakangiting|VBTR_CCP higante|RBD na|CCP may|VBH bunging|NNC_CCP ngipin|NNC .|PMP  
"
2331,"""|PMS Uy|NNP ,|PMC baka|RBM matakot|VBW sa|CCT ’|NNC yo|NNC ang|DTC bata|NNC ,|PMC ""|PMS sabi|VBS naman|RBI ng|CCB isa|PRI habang|RBW itinataas|VBTR ang|DTC kaniyang|PRSP_CCP maluwag|JJD na|CCP salawal|NNC .|PMP
"
2332,"Di|RBF makagalaw|VBW si|DTP Lilly|NNP .|PMP
"
2333,"Nakasandal|RBD lamang|RBI siya|PRS sa|CCT bintana|NNC na|CCP halo|JJD -|PMS halo|JJD ang|DTC nararamdaman|VBTR .|PMP  
"
2334,"""|PMS Matagal|JJD ka|PRS na|CCP naming|PRP_CCP inoobserbahan|VBTR ,|PMC Lilly|FW ,|PMC ""|PMS sabi|VBS ng|CCB matabang|JJD_CCP higante|RBD na|CCP may|VBH maamong|JJD_CCP mga|DTCP mata|NNC .|PMP  
"
2335,"""|PMS Gusto|VBS sana|VBS naming|PRP_CCP makipaglaro|VBW sa|CCT ‘|NNC yo|NNC ,|PMC pero|CCT di|RBF kami|PRP makababa|VBW .|PMP  
"
2336,"""|PMS Sasagot|VBTF na|CCP sana|VBS si|DTP Lilly|NNP pero|CCT may|VBH sinabi|VBTS ang|DTC mas|JJCC matangkad|JJD na|CCP higante|RBD .|PMP
"
2337,"Naunahan|VBTS siya|PRS nito|PRO ,|PMC at|CCA pagkatapos|VBW ay|LM umupo|VBAF malapit|JJD sa|CCT bintana|NNC kung|CCR nasaan|JJD si|DTP Lilly|NNP .|PMP  
"
2338,"""|PMS Wala|VBN kasi|CCR kaming|PRP_CCP malabasan|VBW para|CCT makababa|VBW dito|PRL sa|CCT lupa|NNC dahil|CCR iyak|NNC nang|RBW iyak|NNC pa|RBI rin|RBI si|DTP Langit|NNP ,|PMC ""|PMS nasagot|VBTS ng|CCB pinakamatangkad|JJCS_JJD na|CCP higante|RBD ang|DTC tanong|NNC ni|DTP Lilly|NNP sa|CCT isip|NNC .|PMP  
"
2339,"""|PMS Bumaba|VBAF kami|PRP upang|CCB ibalik|VBOF si|DTP Maggy|NNP .|PMP ""|PMS  
"
2340,"""|PMS Si|DTP Maggy|NNP ?|PMQ
"
2341,"Huwag|RBF na|CCP ninyong|RBD_CCP ibalik|VBOF si|DTP Maggy|NNP !|PMS
"
2342,"Nilunod|VBTS siya|PRS ni|DTP Langit|NNP .|PMP
"
2343,"Di|RBF na|RBI lang|RBI sana|VBS kayo|PRP bumaba|VBAF !|PMQ
"
2344,"Dinakip|NNP ninyo|PRP dapat|VBS si|DTP Langit|NNP at|CCA ikinulong|VBTS !|PMS
"
2345,"Ayokong|NNP_CCP kong|PRS_CCP umiyak|VBAF tulad|JJC ni|DTP Langit|NNP .|PMP
"
2346,"Di|RBF ako|PRS iiyak|VBTF .|PMP  
"
2347,"""|PMS Pinigilan|VBTS ni|DTP Lilly|NNP ang|DTC sarili|NNC kahit|CCT naiiyak|VBTR na|CCP siya|PRS .|PMP
"
2348,"Sasarahan|NNP na|CCP sana|VBS niya|PRS ang|DTC bintana|NNC nang|RBW dinukot|VBOF ng|CCB matabang|JJD_CCP higante|RBD ang|DTC sisiw|NNC sa|CCT bulsa|NNC ng|CCB damit|NNC nito|PRO .|PMP  
"
2349,"""|PMS Kwak|NNP ,|PMC kwak|NNC ,|PMC kwak|NNC !|PMS  
"
2350,"""|PMS huni|NNC ni|DTP Maggy|NNP habang|RBW nasa|RBL palad|NNC siya|PRS ng|CCB matabang|JJD_CCP higante|RBD .|PMP  
"
2351,"""|PMS Ma|NNP …|PMS Maggy|NNP ?|PMQ  
"
2352,"""|PMS sabi|VBS ni|DTP Lilly|NNP habang|RBW lumilingon|VBTR_VBAF .|PMP
"
2353,"Di|RBF niya|PRS alam|VBS kung|CCR kaya|CCR niya|PRS pang|RBI_CCP pigilan|VBOF ang|DTC iyak|NNC niya|PRS .|PMP
"
2354,"Dahan|NNP -|PMS dahang|NNC_CCP isinuksok|VBTR ng|CCB higante|RBD ang|DTC kamay|NNC niya|PRS sa|CCT bintana|NNC at|CCA inilagay|VBTS ang|DTC sisiw|NNC na|CCP pato|NNC sa|CCT kama|NNC .|PMP  
"
2355,"""|PMS Lilly|NNP ,|PMC heto|NNC si|DTP Maggy|NNP .|PMP
"
2356,"Di|RBF kami|PRP nagsisinungaling|VBTR .|PMP
"
2357,"Ano|PRQ ang|DTC problema|NNC at|CCA ayaw|RBF mo|PRS siyang|PRS_CCP makitang|VBW_CCP muli|RBW ?|PMQ  
"
2358,"""|PMS sabi|VBS ng|CCB higanteng|JJD_CCP maamo|RBD ang|DTC mata|NNC .|PMP  
"
2359,"""|PMS Ayokong|NNP_CCP umiyak|VBAF tulad|JJC ni|DTP Langit|NNP .|PMP
"
2360,"Di|RBF ako|PRS iiyak|VBTF ,|PMC ""|PMS sagot|NNC ni|DTP Lilly|NNP ,|PMC sabay|RBD kusot|RBD ng|CCB mata|NNC .|PMP  
"
2361,"""|PMS Alam|VBS mo|PRS kung|RBK bakit|RBQ umiiyak|VBTR_VBAF si|DTP Langit|NNP ?|PMQ  
"
2362,"""|PMS nakangiting|VBTS sabi|VBS ng|CCB matabang|JJD_CCP higante|RBD .|PMP  
"
2363,"""|PMS Nalulungkot|VBTR si|DTP Langit|NNP dahil|CCR malubha|JJD na|CCP ang|DTC init|NNC dito|PRL sa|CCT inyo|PRSP ,|PMC ""|PMS sabi|VBS ng|CCB mas|JJCC matangkad|JJD na|CCP higante|RBD .|PMP  
"
2364,"""|PMS Kaya|CCR kahit|CCT ayaw|RBF niyang|PRS_CCP umiyak|VBAF ,|PMC ginawa|VBTS niya|PRS pa|RBI rin|RBI upang|CCB matulungan|VBW ang|DTC mundo|NNC ,|PMC ""|PMS sabi|VBS ng|CCB isa|PRI pang|RBI_CCP higante|RBD .|PMP  
"
2365,"""|PMS Nadamay|NNP tuloy|JJD si|DTP Maggy|NNP .|PMP ""|PMS  
"
2366,"""|PMS Ayaw|RBF ni|DTP Langit|NNP na|CCP malungkot|JJD ka|PRS kaya|CCR sa|CCT pag|CCR -|PMS iyak|NNC niya|PRS ,|PMC nagkaroon|VBTS kami|PRP ng|CCB daanan|NNC para|CCT madala|VBW si|DTP Maggy|NNP papunta|RBL sa|CCT ‘|NNC yo|NNC ,|PMC ""|PMS sabi|VBS ng|CCB mas|JJCC matangkad|JJD na|CCP higante|RBD .|PMP  
"
2367,"""|PMS Wala|VBN namang|RBI_CCP problema|NNC kung|CCR tutularan|VBTF mo|PRS si|DTP Langit|NNP ,|PMC Lilly|FW ,|PMC ""|PMS sabi|VBS ng|CCB higante|RBD na|CCP may|VBH pinakamaamong|JJCS_JJD na|CCP mata|NNC .|PMP  
"
2368,"""|PMS Luha|NNP ang|DTC didilig|FW sa|CCT nalantang|VBTS_CCP pag|CCR -|PMS asa|NNC sa|CCT puso|NNC natin|PRP .|PMP ""|PMS  
"
2369,"""|PMS Tulad|JJC ni|DTP Langit|NNP ,|PMC dinilig|VBTS niya|PRS ang|DTC mga|DTCP nalalanta|VBTR nang|CCB mga|DTCP pananim|NNC sa|CCT mundo|NNC ,|PMC ""|PMS sabi|VBS ng|CCB pinakabatang|JJCS_JJD_CCP higante|RBD .|PMP  
"
2370,"""|PMS Kaya|CCR ,|PMC iiyak|VBTF mo|PRS na|RBI ang|DTC nadarama|VBTS mo.|NNCA ""|PMS Nasindak|VBTS hanggang|RBW namangha|VBTS ang|DTC mga|DTCP higante|RBD nang|RBD nagsilabasan|VBTS ang|DTC mga|DTCP tutubi|NNC sa|CCT dibdib|NNC ni|DTP Lilly|NNP .|PMP
"
2371,"Masaya|NNP silang|PRP_CCP lumipad|VBAF papunta|RBD kay|DTP Langit|NNP na|CCP nagsisimula|VBTR na|CCP ulit|RBW magliwanag|VBW .|PMP
"
2372,"Magaan|JJD na|CCP ang|DTC pakiramdam|NNC ni|DTP Lilly|NNP pati|CCA na|RBI rin|RBI ni|DTP Langit|NNP .|PMP
"
2373,"""|PMS Ma|NNC !|PMS
"
2374,"Gusto|VBS ko|PRS ng|CCB ice|FW cream|FW !|PMS  
"
2375,"""|PMS sabi|VBS ni|DTP Lisa|NNP .|PMP  
"
2376,"""|PMS Lisa|NNP ,|PMC mamaya|RBW na|RBI .|PMP
"
2377,"Di|RBF ba|RBI may|VBH gawa|VBS pa|RBI si|DTP Mama|NNP ,|PMC ""|PMS sabi|VBS ni|DTP Sara|NNP habang|RBW nagbobomba|VBTR ng|CCB poso|NNC na|CCP ipanlalaba|VBTR ng|CCB Mama|NNC nila|PRP .|PMP
"
2378,"Sila|PRP ni|DTP Lisa|NNP at|CCA Sara|NNP ang|DTC magkakambal|JJD na|CCP anak|NNC nila|PRP Mama|NNP Helen|NNP at|CCA Papa|NNP Romeo|NNP .|PMP
"
2379,"Pareho|JJC silang|PRP_CCP nasa|RBL ikalawang|JJN_CCP grado|NNC sa|CCT San|NNP Nicolas|NNP Elementary|NNP School|NNP .|PMP
"
2380,"Pareho|JJC silang|PRP_CCP magaling|JJD sa|CCT klase|NNC at|CCA maganda|JJD .|PMP
"
2381,"Si|DTP Sara|NNP ay|LM mabait|JJD at|CCA masunurin|JJD sa|CCT nakatatanda|NNC ,|PMC habang|RBW si|DTP Lisa|NNP naman|RBI ay|LM gustong|VBS_CCP laging|RBD_CCP mangyari|VBW ang|DTC nais|VBS niya|PRS .|PMP
"
2382,"Naglalaba|VBTS sina|DTPP Mama|NNP Helen|NNP at|CCA Sara|NNP habang|RBW nagkukuwentuhan|VBTR tungkol|RBR sa|CCT mga|DTCP gawain|NNC sa|CCT eskuwelahan|NNC .|PMP
"
2383,"Si|DTP Lisa|NNP ,|PMC nakaupo|VBTS sa|CCT sala|NNC habang|RBW nanonood|VBTR ng|CCB TV|NNPA .|PMP  
"
2384,"""|PMS Lisa|NNP ,|PMC isalansan|VBTS mo|PRS nga|RBI ang|DTC mga|DTCP hanger|FW diyan|PRL sa|CCT upuan|NNC ,|PMC ""|PMS utos|NNC ni|DTP Mama|NNP Helen|NNP .|PMP  
"
2385,"""|PMS Sige|NNP ,|PMC Mama|NNP ,|PMC pero|CCT pupunta|VBTF tayo|PRP ng|CCB bayan|NNC mamaya|RBW .|PMP
"
2386,"Bili|NNP tayo|PRP sa|CCT laruan|NNC ,|PMC opo|NNC ?|PMQ  
"
2387,"""|PMS masayang|JJD_CCP sabi|VBS ni|DTP Lisa|NNP .|PMP  
"
2388,"""|PMS Lisa|NNP ,|PMC marami|PRI pang|RBI_CCP gagawin|VBTF mamaya|RBW si|DTP Mama|NNP ,|PMC ""|PMS sabi|VBS ni|DTP Sara|NNP .|PMP  
"
2389,"""|PMS Isa|PRI pa|RBI ,|PMC di|RBF ka|PRS naman|RBI kasama|CCB mamaya|RBW .|PMP
"
2390,"May|VBH gagawin|VBTF ka|PRS ,|PMC di|RBF ba|RBI ?|PMQ  
"
2391,"""|PMS Pagkasalansan|NNP ng|CCB mga|DTCP hanger|FW ,|PMC lumapit|VBAF si|DTP Lisa|NNP sa|CCT Mama|NNC niya|PRS .|PMP  
"
2392,"""|PMS Mama|NNP ,|PMC bibili|VBTF ako|PRS ng|CCB sitsirya|NNC ,|PMC nagugutom|VBTR ako|PRS .|PMP ""|PMS  
"
2393,"""|PMS Sumosobra|NNP ka|PRS na|CCP ,|PMC Lisa|NNC .|PMP
"
2394,"Lahat|PRI na|RBI lang|RBI .|PMP
"
2395,"Alam|VBS mo|PRS naman|RBI ,|PMC di|RBF ba|RBI ,|PMC na|CCP bawal|JJD kang|PRS_CCP kumain|VBAF niyan|PRO .|PMP
"
2396,"Pinapabayaan|VBTR na|RBI lang|RBI nga|RBI kita|NNC sa|CCT mga|DTCP gusto|VBS mong|PRS_CCP gawin|VBOF ,|PMC kung|RBK ano|RBQ -|PMS ano|PRQ pa|RBI ang|DTC pumapasok|VBTR_VBAF sa|CCT isip|NNC mo|PRS !|PMQ
"
2397,"Kung|CCR nagugutom|VBTR ka|PRS ,|PMC maerong|JJD_CCP biskuwit|NNC at|CCA kanin|NNC .|PMP
"
